AS17-M-0279.lev1.cub, APOLLO17/METRIC/1972-12-10T22:30:05.000, 711057.371616, 1701064.21837, 602874.420456
AS17-M-0280.lev1.cub, APOLLO17/METRIC/1972-12-10T22:30:30.000, 748045.905319, 1685289.81941, 609962.009517
AS17-M-0281.lev1.cub, APOLLO17/METRIC/1972-12-10T22:30:56.000, 784390.155927, 1669024.93964, 615984.477861
AS17-M-0282.lev1.cub, APOLLO17/METRIC/1972-12-10T22:31:21.000, 820428.519911, 1652046.92934, 621769.367343
AS17-M-0283.lev1.cub, APOLLO17/METRIC/1972-12-10T22:31:46.000, 856140.437515, 1634367.40181, 627252.906544
AS17-M-0284.lev1.cub, APOLLO17/METRIC/1972-12-10T22:32:12.000, 891473.542822, 1615991.08886, 632442.464708
AS17-M-0286.lev1.cub, APOLLO17/METRIC/1972-12-10T22:33:02.000, 961007.71022, 1577150.06617, 642155.739701
AS17-M-0287.lev1.cub, APOLLO17/METRIC/1972-12-10T22:33:28.000, 995238.910699, 1556680.79538, 646554.495951
AS17-M-0289.lev1.cub, APOLLO17/METRIC/1972-12-10T22:34:18.000, 1062287.0747, 1513862.13224, 654635.742192
AS17-M-0290.lev1.cub, APOLLO17/METRIC/1972-12-10T22:34:44.000, 1094185.32468, 1492600.34975, 654572.023289
AS17-M-0291.lev1.cub, APOLLO17/METRIC/1972-12-10T22:35:09.000, 1127546.01001, 1468545.14091, 661288.15491
AS17-M-0292.lev1.cub, APOLLO17/METRIC/1972-12-10T22:35:34.000, 1159566.20096, 1444841.41097, 664653.943358
AS17-M-0293.lev1.cub, APOLLO17/METRIC/1972-12-10T22:36:00.000, 1191085.6184, 1420595.38666, 667416.729515
AS17-M-0294.lev1.cub, APOLLO17/METRIC/1972-12-10T22:36:25.000, 1222094.02232, 1395741.90433, 670119.554946
AS17-M-0295.lev1.cub, APOLLO17/METRIC/1972-12-10T22:36:50.000, 1252497.03626, 1370441.43398, 672158.458679
AS17-M-0296.lev1.cub, APOLLO17/METRIC/1972-12-10T22:37:16.000, 1282525.37585, 1344415.80048, 674196.516315
AS17-M-0297.lev1.cub, APOLLO17/METRIC/1972-12-10T22:37:41.000, 1311914.87096, 1317961.2674, 675811.108957
AS17-M-0298.lev1.cub, APOLLO17/METRIC/1972-12-10T22:38:07.000, 1340867.87598, 1290844.89926, 677473.338302
AS17-M-0299.lev1.cub, APOLLO17/METRIC/1972-12-10T22:38:32.000, 1369183.75704, 1263318.21446, 678424.183305
AS17-M-0301.lev1.cub, APOLLO17/METRIC/1972-12-10T22:39:23.000, 1424252.26582, 1206572.45625, 679889.55922
AS17-M-0302.lev1.cub, APOLLO17/METRIC/1972-12-10T22:39:48.000, 1450936.29228, 1177463.56787, 680216.772543
AS17-M-0303.lev1.cub, APOLLO17/METRIC/1972-12-10T22:40:13.000, 1476948.0248, 1147956.89647, 680207.131684
AS17-M-0304.lev1.cub, APOLLO17/METRIC/1972-12-10T22:40:39.000, 1502518.81023, 1117832.11063, 680031.610173
AS17-M-0305.lev1.cub, APOLLO17/METRIC/1972-12-10T22:41:04.000, 1527443.69957, 1087276.77408, 679531.289229
AS17-M-0306.lev1.cub, APOLLO17/METRIC/1972-12-10T22:41:55.310, 1575650.22407, 1024603.69773, 677682.93569
AS17-M-0307.lev1.cub, APOLLO17/METRIC/1972-12-10T22:41:55.000, 1575365.06276, 1024996.35356, 677699.195759
AS17-M-0308.lev1.cub, APOLLO17/METRIC/1972-12-10T22:42:20.000, 1598349.12794, 993304.429644, 676378.948719
AS17-M-0309.lev1.cub, APOLLO17/METRIC/1972-12-10T22:42:46.000, 1620959.02905, 960826.593821, 674842.360596
AS17-M-0311.lev1.cub, APOLLO17/METRIC/1972-12-10T22:43:37.000, 1663831.31127, 895325.575596, 670889.653341
AS17-M-0312.lev1.cub, APOLLO17/METRIC/1972-12-10T22:44:02.000, 1684114.70292, 862309.41433, 668491.424295
AS17-M-0313.lev1.cub, APOLLO17/METRIC/1972-12-10T22:44:27.000, 1703771.82373, 828925.046955, 665925.65854
AS17-M-0314.lev1.cub, APOLLO17/METRIC/1972-12-10T22:44:53.000, 1723025.5419, 794735.112277, 662960.650302
AS17-M-0315.lev1.cub, APOLLO17/METRIC/1972-12-10T22:45:18.000, 1741379.966, 760691.294803, 660000.16407
AS17-M-0317.lev1.cub, APOLLO17/METRIC/1972-12-10T22:46:09.000, 1776207.98027, 691324.383584, 652839.444913
AS17-M-0318.lev1.cub, APOLLO17/METRIC/1972-12-10T22:46:34.000, 1781209.92543, 671037.374268, 656751.499483
AS17-M-0320.lev1.cub, APOLLO17/METRIC/1972-12-10T22:47:25.000, 1823197.68477, 585511.890991, 640414.595985
AS17-M-0344.lev1.cub, APOLLO17/METRIC/1972-12-11T21:02:54.890, -1751528.89552, 394344.885587, -480557.718666
AS17-M-0346.lev1.cub, APOLLO17/METRIC/1972-12-11T21:03:20.000, -1744997.44848, 433958.410109, -471291.587033
AS17-M-0347.lev1.cub, APOLLO17/METRIC/1972-12-11T21:03:47.000, -1736962.93654, 476360.550043, -461022.845837
AS17-M-0348.lev1.cub, APOLLO17/METRIC/1972-12-11T21:04:14.000, -1727959.19811, 518445.441662, -450561.680754
AS17-M-0349.lev1.cub, APOLLO17/METRIC/1972-12-11T21:04:42.000, -1717961.37273, 560220.935641, -439814.006948
AS17-M-0350.lev1.cub, APOLLO17/METRIC/1972-12-11T21:05:09.000, -1709675.04704, 600396.690552, -428751.881622
AS17-M-0351.lev1.cub, APOLLO17/METRIC/1972-12-11T21:05:36.000, -1695024.27647, 642855.450955, -417547.499663
AS17-M-0352.lev1.cub, APOLLO17/METRIC/1972-12-11T21:06:03.000, -1682101.5368, 683597.696138, -406069.611225
AS17-M-0353.lev1.cub, APOLLO17/METRIC/1972-12-11T21:06:31.000, -1668222.52098, 724008.92649, -394402.611466
AS17-M-0354.lev1.cub, APOLLO17/METRIC/1972-12-11T21:06:58.000, -1653400.52937, 763990.128903, -382469.081199
AS17-M-0355.lev1.cub, APOLLO17/METRIC/1972-12-11T21:07:25.000, -1637620.33289, 803539.599831, -370317.476689
AS17-M-0356.lev1.cub, APOLLO17/METRIC/1972-12-11T21:07:53.000, -1620835.93044, 842662.4131, -357956.608656
AS17-M-0357.lev1.cub, APOLLO17/METRIC/1972-12-11T21:08:20.000, -1603293.53895, 881203.986761, -345400.597288
AS17-M-0358.lev1.cub, APOLLO17/METRIC/1972-12-11T21:08:47.000, -1584751.36975, 919317.548409, -332644.537528
AS17-M-0359.lev1.cub, APOLLO17/METRIC/1972-12-11T21:09:14.000, -1565304.55243, 956900.460866, -319695.518491
AS17-M-0360.lev1.cub, APOLLO17/METRIC/1972-12-11T21:09:42.000, -1544961.31563, 993955.919985, -306562.387336
AS17-M-0361.lev1.cub, APOLLO17/METRIC/1972-12-11T21:10:09.000, -1523751.49674, 1030432.01538, -293256.149063
AS17-M-0362.lev1.cub, APOLLO17/METRIC/1972-12-11T21:10:36.000, -1501670.14639, 1066328.71137, -279789.584515
AS17-M-0363.lev1.cub, APOLLO17/METRIC/1972-12-11T21:11:04.000, -1478733.44767, 1101619.92988, -266169.726819
AS17-M-0364.lev1.cub, APOLLO17/METRIC/1972-12-11T21:11:31.000, -1454973.94907, 1136259.07298, -252394.492321
AS17-M-0365.lev1.cub, APOLLO17/METRIC/1972-12-11T21:11:58.000, -1430404.20341, 1170235.59749, -238498.445486
AS17-M-0366.lev1.cub, APOLLO17/METRIC/1972-12-11T21:12:25.000, -1405068.57889, 1203502.6516, -224478.777522
AS17-M-0367.lev1.cub, APOLLO17/METRIC/1972-12-11T21:12:53.000, -1378859.87267, 1236171.98196, -210306.334534
AS17-M-0368.lev1.cub, APOLLO17/METRIC/1972-12-11T21:13:20.000, -1351905.12905, 1268113.5358, -196023.095624
AS17-M-0369.lev1.cub, APOLLO17/METRIC/1972-12-11T21:13:47.000, -1324143.5289, 1299310.33658, -181550.788131
AS17-M-0370.lev1.cub, APOLLO17/METRIC/1972-12-11T21:14:14.000, -1295701.18148, 1329823.48048, -167122.911882
AS17-M-0371.lev1.cub, APOLLO17/METRIC/1972-12-11T21:14:42.000, -1266470.47377, 1359592.91877, -152523.905143
AS17-M-0372.lev1.cub, APOLLO17/METRIC/1972-12-11T21:15:09.000, -1236535.83495, 1388557.02361, -137844.920771
AS17-M-0373.lev1.cub, APOLLO17/METRIC/1972-12-11T21:15:36.000, -1205912.0142, 1416735.45401, -123086.780221
AS17-M-0374.lev1.cub, APOLLO17/METRIC/1972-12-11T21:16:03.000, -1174606.37748, 1444118.51899, -108262.452568
AS17-M-0375.lev1.cub, APOLLO17/METRIC/1972-12-11T21:16:31.000, -1142587.36302, 1470701.11272, -93326.3017381
AS17-M-0376.lev1.cub, APOLLO17/METRIC/1972-12-11T21:16:58.000, -1109952.5945, 1496468.72045, -78404.1155019
AS17-M-0377.lev1.cub, APOLLO17/METRIC/1972-12-11T21:17:25.000, -1076695.44964, 1521356.29253, -63423.6417577
AS17-M-0378.lev1.cub, APOLLO17/METRIC/1972-12-11T21:17:52.000, -1042821.79665, 1545417.58041, -48429.0338116
AS17-M-0379.lev1.cub, APOLLO17/METRIC/1972-12-11T21:18:20.000, -1008370.08545, 1568564.72088, -33347.0005299
AS17-M-0380.lev1.cub, APOLLO17/METRIC/1972-12-11T21:18:47.000, -973348.868078, 1590829.38682, -18283.5513144
AS17-M-0381.lev1.cub, APOLLO17/METRIC/1972-12-11T21:19:04.000, -937803.236917, 1612193.39902, -3204.99317865
AS17-M-0382.lev1.cub, APOLLO17/METRIC/1972-12-11T21:19:42.000, -883612.350372, 1641476.70971, 11387.4410009
AS17-M-0383.lev1.cub, APOLLO17/METRIC/1972-12-11T21:20:09.000, -891945.810905, 1639075.41076, 27770.1875021
AS17-M-0384.lev1.cub, APOLLO17/METRIC/1972-12-11T21:20:36.000, -827881.982713, 1670832.85946, 42058.7009243
AS17-M-0385.lev1.cub, APOLLO17/METRIC/1972-12-11T21:21:03.000, -790271.802497, 1688496.46779, 57154.9233786
AS17-M-0386.lev1.cub, APOLLO17/METRIC/1972-12-11T21:21:31.000, -752232.70732, 1705243.91794, 72086.8900019
AS17-M-0387.lev1.cub, APOLLO17/METRIC/1972-12-11T21:21:58.000, -713795.240036, 1720979.89739, 87052.9606935
AS17-M-0388.lev1.cub, APOLLO17/METRIC/1972-12-11T21:22:25.000, -647962.52635, 1748895.83308, 101219.202424
AS17-M-0389.lev1.cub, APOLLO17/METRIC/1972-12-11T21:22:52.000, -635650.962539, 1749555.75862, 116842.357093
AS17-M-0390.lev1.cub, APOLLO17/METRIC/1972-12-11T21:23:49.345, -551446.265379, 1772164.6993, 147468.505082
AS17-M-0391.lev1.cub, APOLLO17/METRIC/1972-12-11T21:24:16.635, -511368.821046, 1782916.09334, 162042.996503
AS17-M-0392.lev1.cub, APOLLO17/METRIC/1972-12-11T21:24:43.925, -471289.999243, 1793661.62358, 176617.423283
AS17-M-0393.lev1.cub, APOLLO17/METRIC/1972-12-11T21:25:11.193, -431124.689941, 1804161.13158, 191175.392029
AS17-M-0394.lev1.cub, APOLLO17/METRIC/1972-12-11T21:25:09.000, -434462.976166, 1803529.82556, 190008.856571
AS17-M-0395.lev1.cub, APOLLO17/METRIC/1972-12-11T21:25:36.000, -393358.15086, 1811292.21995, 204370.947688
AS17-M-0396.lev1.cub, APOLLO17/METRIC/1972-12-11T21:26:04.000, -352042.627815, 1818027.93166, 218606.416475
AS17-M-0397.lev1.cub, APOLLO17/METRIC/1972-12-11T21:26:31.000, -310527.003213, 1823713.81619, 232761.165601
AS17-M-0398.lev1.cub, APOLLO17/METRIC/1972-12-11T21:26:58.000, -241900.00707, 1841504.59107, 245938.863386
AS17-M-0399.lev1.cub, APOLLO17/METRIC/1972-12-11T21:27:25.000, -227023.003837, 1832028.72511, 260544.817478
AS17-M-0400.lev1.cub, APOLLO17/METRIC/1972-12-11T21:27:53.000, -185094.737076, 1834624.00662, 274207.093924
AS17-M-0401.lev1.cub, APOLLO17/METRIC/1972-12-11T21:28:20.000, -142991.936774, 1836166.56452, 287770.826899
AS17-M-0402.lev1.cub, APOLLO17/METRIC/1972-12-11T21:28:47.000, -100837.96992, 1836674.23551, 301171.82937
AS17-M-0403.lev1.cub, APOLLO17/METRIC/1972-12-11T21:29:15.000, -58593.3583775, 1836143.60813, 314401.536046
AS17-M-0404.lev1.cub, APOLLO17/METRIC/1972-12-11T21:29:42.000, -16332.6333475, 1834565.06569, 327415.115317
AS17-M-0405.lev1.cub, APOLLO17/METRIC/1972-12-11T21:30:09.000, 25971.4829418, 1831943.82927, 340275.394718
AS17-M-0406.lev1.cub, APOLLO17/METRIC/1972-12-11T21:30:37.000, 68267.1004297, 1828279.7915, 352950.733583
AS17-M-0407.lev1.cub, APOLLO17/METRIC/1972-12-11T21:31:04.000, 110545.227114, 1823568.38392, 365427.709962
AS17-M-0408.lev1.cub, APOLLO17/METRIC/1972-12-11T21:31:31.000, 152662.757203, 1817839.16961, 377672.516915
AS17-M-0409.lev1.cub, APOLLO17/METRIC/1972-12-11T21:31:59.000, 194804.636702, 1811043.79324, 389738.580189
AS17-M-0410.lev1.cub, APOLLO17/METRIC/1972-12-11T21:32:26.000, 236816.353022, 1803224.24657, 401572.830878
AS17-M-0411.lev1.cub, APOLLO17/METRIC/1972-12-11T21:32:53.000, 278679.71325, 1794383.00215, 413170.756578
